Sr No,BRANCH CODE,BRANCH NAME,STATE,CITY,ZONE,PIN CODE
1346,0904,LALI,HARYANA,TOHANA,NORTH,125051
1347,0905,DHOLU,HARYANA,FATEHABAD,NORTH,125111
1348,0906,BAHMANWALA,HARYANA,TOHANA,NORTH,125051
1349,1351,BHANGU,HARYANA,MANDI DABWALI,NORTH,125077
1350,1302,KIRMARA,HARYANA,HISSAR,NORTH,125047
1351,1303,PRABHUWALA,HARYANA,BARWALA,NORTH,125113
1352,1349,BABANPUR,HARYANA,TOHANA,NORTH,125051
1353,1350,AHAMADPUR,HARYANA,SIRSA,NORTH,125055
1354,1315,BURJ HARI,PUNJAB,MANSA,NORTH,151508
1355,1342,BURJ MEHMA,PUNJAB,GONIANA MANDI,NORTH,151201
1356,1332,DARAPUR,PUNJAB,MOGA,NORTH,142048
1357,1319,MACHHIKE,PUNJAB,MOGA,NORTH,142039
1358,1662,DIRBA,PUNJAB,SANGRUR,NORTH 2,148035
1359,1323,KULAR KHURD,PUNJAB,SANGRUR,NORTH,148001
1360,1559,SAMANA M CL,PUNJAB,SAMANA,NORTH 2,147101
1361,1623,"SUNAM UDHAM SINGH
WALA M CL + OG",PUNJAB,SUNAM,NORTH 2,148028
1362,1526,CHARKHI DADRI,HARYANA,CHARKHI DADRI,NORTH 3,127306
1363,1426,"SHAM NAGAR OLD GT
ROAD KARNAL",HARYANA,KARNAL,NORTH,132001
1364,1301,KOHLI,HARYANA,MANDI ADAMPUR,NORTH,125052
1365,1464,SHEILA BYPASS ROHTAK,HARYANA,SONEPAT,NORTH,131001
1366,1488,NARNAUL HARYANA,HARYANA,MAHENDRAGARH,NORTH,123001
1367,1304,MATTERSHAM,HARYANA,HISSAR,NORTH,125001
1368,1322,5 SSW JHAMBAR,RAJASTHAN,HANUMANGARH,WEST,335513
1369,1437,ASHOK NAGAR UDAIPUR,RAJASTHAN,UDAIPUR,NORTH,313001
1370,1376,BEAWAR,RAJASTHAN,BEAWAR,NORTH,305901
1371,1590,BHARATPUR,RAJASTHAN,BHARATPUR,NORTH 3,321001
1372,1356,BUNDI,RAJASTHAN,BUNDI,WEST,323001
1373,1321,CHAK HEERA SINGH WALA,RAJASTHAN,HANUMANGARH,WEST,335063
1374,1415,CHOPASNI ROAD JODHPUR,RAJASTHAN,JODHPUR,NORTH,342001
1375,1578,DHAULPUR,RAJASTHAN,DHOLPUR,NORTH 3,328001
1376,1734,DUNGARPUR,RAJASTHAN,DURGAPUR,NORTH 3,314001
1377,1569,HANUMANGARH,RAJASTHAN,HANUMANGARH,NORTH 3,335512
1378,1491,MANSAROVAR JAIPUR,DELHI,JAIPUR,NORTH,302020
1379,1729,MERTA,RAJASTHAN,NAGAUR,NORTH 3,341510
1380,1313,NANGAL KALAN,RAJASTHAN,JAIPUR CHOMU,WEST,303712
1381,1687,SAWAI MADHOPUR,RAJASTHAN,SAWAI MADHOPUR,NORTH 3,322001
1382,1314,SINGOD KHURD,RAJASTHAN,JAIPUR,WEST,303803
1383,1429,VAISHALI NAGAR AJMER,RAJASTHAN,AJMER,NORTH,305001
1384,1344,VIGYANNAGAR KOTA,RAJASTHAN,KOTA EXPANSION,WEST,324005
1385,1385,KALYANPUR KANPUR,UTTAR PRADESH,KANPUR,NORTH,208017
1386,1366,JHANSI,UTTAR PRADESH,JHANSI,NORTH,284002
1387,1455,"BHUTESHWAR ROAD
MATHURA",UTTAR PRADESH,MATHURA,NORTH,281001
1388,1458,SHAMSABAD ROAD AGRA,UTTAR PRADESH,AGRA,NORTH,282001
1389,1554,JEWAR,UTTAR PRADESH,"GREATER NOIDA
EXPANSION",NORTH 3,203135
1390,1594,HAZRATGANJ LUCKNOW,UTTAR PRADESH,LUCKNOW,NORTH 3,226001
1391,1504,GORAKHPUR 2,UTTAR PRADESH,GORAKHPUR,NORTH 3,273004
1392,1682,MIRZAPUR,UTTAR PRADESH,MIRZAPUR,NORTH 3,231001
1393,1519,ALMORA NPP,UTTARAKHAND,ALMORA,NORTH 2,263601
1394,1516,BAGESHWAR NPP,UTTARAKHAND,BAGHESHWAR,NORTH 3,263642
1395,1513,BHIMTAL /NAINITAL NPP,UTTARAKHAND,NAINITAL,NORTH 2,263136
1396,1500,CHAMPAWAT,UTTARAKHAND,CHAMPAWAT,NORTH 3,262523
1397,1446,GMS ROAD DEHRADUN,UTTARAKHAND,DEHRADUN,NORTH,248001
1398,1339,MUZAFFARNAGAR,UTTAR PRADESH,MUZAFFARNAGAR,NORTH,251001
1399,1496,TEHRI NPP,UTTARAKHAND,TEHRI,NORTH 2,249001
1400,1518,PAURI NPP,UTTARAKHAND,PAURI,NORTH 3,246155
1401,1503,RUDRAPRAYAG NPP,UTTARAKHAND,RUDRAPRAYAG,NORTH 3,246171
1402,1524,PITHORAGARH NPP,UTTARAKHAND,PITHORAGARH,NORTH 3,262501
1403,1595,JAKHAN DEHRADUN,UTTARAKHAND,DEHRADUN,NORTH 1,248001
1404,1547,"WESTERN KUTCHERY ROAD
MEERUT",UTTAR PRADESH,MEERUT,NORTH,250001
1405,1654,UTTARKASHI NPP,UTTARAKHAND,UTTARKASHI,NORTH 3,249193
1406,1611,"CHAMOLI GOPESHWAR
NPP",UTTARAKHAND,GOPESHWAR,NORTH 3,246401
1407,1635,"DEHRADUN SAHARANPUR
ROAD",UTTARAKHAND,DEHRADUN,NORTH 3,248171
1408,1614,MEERUT,UTTAR PRADESH,MEERUT,NORTH 2,250001
1409,1696,RISHIKESH,UTTARAKHAND,RISHIKESH,NORTH,249201
1410,0141,AIZWAL,MIZORAM,AIZAWL,EAST,796007
1411,0461,DIMAPUR,NAGALAND,DIMAPUR,EAST,797112
1412,0462,JORETHANG,SIKKIM,JORETHANG,EAST,737121
1413,0770,KOHIMA,NAGALAND,KOHIMA,EAST,797001
1414,0813,TURA,MEGHALAYA,TURA,EAST,794001
1415,1335,NAOGAON ASSAM,ASSAM,NAGAON OFFICE,EAST,782002
1416,1336,CIT ROAD KOLKATA,WEST BENGAL,KOLKATA,EAST,700014
1417,1338,SINGJAMEI IMPHAL,MANIPUR,IMPHAL,EAST,795001
1418,1398,NEW ALIPORE KOLKATA,WEST BENGAL,KOLKATA,EAST,700053
1419,1425,S F ROAD SILIGURI,WEST BENGAL,SILIGURI,EAST,734005
1420,1430,DUM DUM,WEST BENGAL,KOLKATA,EAST,700074
1421,1431,BELUR BAZAAR HAORA,WEST BENGAL,BALLY BDEL,EAST,711202
1422,1452,BARASAT,WEST BENGAL,BARASAT,EAST,700126
1423,1459,SREERAMPORE HUGLI,WEST BENGAL,HOOGLY BDEL,EAST,712201
1424,1475,"MEDINIPUR / MIDNAPORE
TOWN",WEST BENGAL,MIDNAPORE,EAST,721101
1425,1490,POSTA BAZAR KOLKATA,WEST BENGAL,KOLKATA,EAST,700006
1426,1494,"KOLKATA SARAT BOSE
ROAD",WEST BENGAL,KOLKATA,EAST,700029
1427,1502,"NORTH 24 PARGANAS
SODEPUR",WEST BENGAL,BARRACKPORE,EAST,700114
1428,1520,KALAPAHAR GUWAHATI,ASSAM,GUWAHATI,EAST,781018
1429,1537,CHANDANNAGAR HUGLI,WEST BENGAL,HOOGLY BDEL,EAST,712136
1430,1564,BARDDHAMAN,WEST BENGAL,BURDWAN BDEL,EAST,713101
1431,1576,"RAJARHAT KOLKATA
RAJARHAT GOPALPUR M",WEST BENGAL,KOLKATA,EAST,700156
1432,1606,PADAMPUKHURI DIMAPUR,NAGALAND,DIMAPUR,EAST,797116
1433,1608,"BIDHANNAGAR –
DURGAPUR",WEST BENGAL,DURGAPUR,EAST,713212
1434,1618,"HARISH MUKHERJEE ROAD
KOLKATA",WEST BENGAL,KOLKATA,EAST,700025
1435,1620,"KOLKATA SALT LAKE CB 58
SECTOR 1",WEST BENGAL,KOLKATA,EAST,700064
1436,1631,KOLKATA LANSDOWN,WEST BENGAL,KOLKATA,EAST,700025
1437,1639,RAMNAGAR,WEST BENGAL,CONTAI,EAST,721441
1438,1640,IMPHAL POROMPAT,MANIPUR,IMPHAL OFFICE,EAST,795005
1439,1660,"GURUSADAY ROAD
KOLKATA",WEST BENGAL,KOLKATA,EAST,700019
1440,1675,"GARIA MAHAMAYATALA
KOLKATA",WEST BENGAL,KOLKATA,EAST,700084
1441,1684,NAIHATI,WEST BENGAL,KALYANI,EAST,743165
1442,1697,KAMALGHAT BAMUTIA,TRIPURA,AGARTALA,EAST,799210
1443,1708,BAHULA,WEST BENGAL,ASANSOL BDEL,EAST,713322
1444,1333,KUTRU,CHHATTISGARH,BHAIRAMGARH,EAST,494444
1445,1337,"CUTTACK PURI
BHUBANESWAR",ORISSA,BHUBANESWAR,EAST,751006
1446,1364,JEHANABAD,BIHAR,JAHANABAD,EAST,804408
1447,1368,ARRAH,BIHAR,ARRAH RSP,EAST,802301
1448,1378,GIRIDIH,JHARKHAND,GIRIDIH OFFICE,EAST,815301
1449,1386,BEGUSARAI,BIHAR,BEGUSARAI,EAST,851211
1450,1389,CHAPRA,BIHAR,CHHAPRA,EAST,841301
1451,1416,SARAIDHELA DHANBAD,JHARKHAND,DHANBAD,EAST,828127
1452,1424,ADITYAPUR JAMSHEDPUR,JHARKHAND,JAMSHEDPUR,EAST,831013
1453,1457,"SHAHEED NAGAR
BHUBANESHAWAR",ORISSA,BHUBANESWAR,EAST,751006
1454,1474,"CHANDI CHOWK BUXI
BAZAR CUTTACK",ORISSA,CUTTACK,EAST,753001
1455,1515,RAIPUR ALMEIDIH,CHHATTISGARH,RAIPUR,EAST,492001
1456,1531,DURG,CHHATTISGARH,BHILAI,EAST,491001
1457,1532,PATALIPUTRA PATNA,BIHAR,PATNA,EAST,800013
1458,1534,"KANTI FACTORY ROAD
PATNA",BIHAR,PATNA,EAST,800020
1459,1548,SIWAN,BIHAR,SIWAN,EAST,841226
1460,1550,DEVENDRA NAGAR RAIPUR,CHHATTISGARH,RAIPUR,EAST,492001
1461,1567,BIHAR SHARIFF,BIHAR,BIHARSHARIF RSP,EAST,803101
1462,1600,BERHAMPUR,ORISSA,BERHAMPUR,EAST,760001
1463,1673,RAIGARH,CHHATTISGARH,RAIGARH,EAST,496001
